Index,Mapped Sections,Confidence Factor,Mapped Port Name,Annotation,Module Type,Module Name,Port I/O,Port Width,Parent Module,Level,Alias Entity Location,Line
2501,,,,,port,ll_sic_rx_port_src_rdy_n,in,1,perf_mon_if,5,-,16832
2502,1.4,"('1.4', '0.92'), ('5.5.3.1', '0.92'), ('5.5.3', '0.91')",clk,,port,clk,in,1,perf_mon_if,5,-,16829
2503,,,,,port,ll_perf_rx_port_src_rdy_n,in,1,perf_mon_if,5,-,16842
2504,,,,,port,ll_perf_tx_port_src_rdy_n,out,1,perf_mon_if,5,-,16847
2505,1.8,"('1.8', '0.61')",,,port,ll_sic_tx_port_data,out,2,perf_mon_if,5,-,16836
2506,,,,,port,ll_perf_tx_port_dst_rdy_n,in,1,perf_mon_if,5,-,16848
2507,,,,,port,ll_perf_tx_port_eof_n,out,1,perf_mon_if,5,-,16850
2508,1.8,"('1.8', '0.61')",,,port,ll_sic_rx_port_data,in,2,perf_mon_if,5,-,16831
2509,,,,,port,ll_sic_tx_port_eof_n,out,1,perf_mon_if,5,-,16840
2510,,,,,port,ll_perf_rx_port_eof_n,in,1,perf_mon_if,5,-,16845
2511,,,,,port,ll_perf_rx_port_data,in,2,perf_mon_if,5,-,16841
2512,,,,,port,ll_sic_tx_port_sof_n,out,1,perf_mon_if,5,-,16839
2513,,,,,port,ll_sic_tx_port_src_rdy_n,out,1,perf_mon_if,5,-,16837
2514,,,,,port,ll_perf_rx_port_dst_rdy_n,out,1,perf_mon_if,5,-,16843
2515,,,,,port,ll_sic_rx_port_eof_n,in,1,perf_mon_if,5,-,16835
2516,4.5,"('4.5', '0.92'), ('4.3', '0.92'), ('1.4', '0.88'), ('1.5', '0.88'), ('1.6', '0.88'), ('1.7', '0.88'), ('1.1', '0.88'), ('1.2', '0.88'), ('1.3', '0.88'), ('1.8', '0.88'), ('1.9', '0.88'), ('3.4', '0.88'), ('3.5', '0.88'), ('3.2', '0.88'), ('3.3', '0.88'), ('3.1', '0.88'), ('2.4', '0.88'), ('4.4', '0.88'), ('5.3', '0.88'), ('5.4', '0.88'), ('5.5', '0.88'), ('1.10', '0.88'), ('2.3', '0.87'), ('2.5', '0.87')",reset_b,,port,reset_b,in,1,perf_mon_if,5,-,16830
2517,,,,,port,ll_perf_tx_port_sof_n,out,1,perf_mon_if,5,-,16849
2519,,,-,,component,perf_ll_fifo_if,-,-,perf_mon_if,5,14596,16485
2520,,,,,port,ll_tx_port_src_rdy_n,out,1,perf_ll_fifo_if,6,-,16495
2521,,,,,port,rx_fifo_re,out,1,perf_ll_fifo_if,6,-,16503
2522,6.4,"('6.4', '0.64'), ('6.3', '0.64'), ('1.8', '0.62')",,,port,ll_tx_port_data,out,2,perf_ll_fifo_if,6,-,16494
2523,,,,,port,ll_rx_port_eof_n,in,1,perf_ll_fifo_if,6,-,16493
2524,,,,,port,tx_fifo_we,out,1,perf_ll_fifo_if,6,-,16500
2525,1.4,"('1.4', '0.92'), ('5.5.3.1', '0.92'), ('5.5.3', '0.91')",clk,,port,clk,in,1,perf_ll_fifo_if,6,-,16487
2526,,,,,port,ll_tx_port_dst_rdy_n,in,1,perf_ll_fifo_if,6,-,16496
2527,,,,,port,ll_rx_port_sof_n,in,1,perf_ll_fifo_if,6,-,16492
2528,,,,,port,tx_fifo_full,in,1,perf_ll_fifo_if,6,-,16501
2529,,,,,port,ll_tx_port_eof_n,out,1,perf_ll_fifo_if,6,-,16498
2530,,,,,port,ll_tx_port_sof_n,out,1,perf_ll_fifo_if,6,-,16497
2531,,,,,port,ll_rx_port_dst_rdy_n,out,1,perf_ll_fifo_if,6,-,16491
2532,4.5,"('4.5', '0.92'), ('4.3', '0.92'), ('1.4', '0.88'), ('1.5', '0.88'), ('1.6', '0.88'), ('1.7', '0.88'), ('1.1', '0.88'), ('1.2', '0.88'), ('1.3', '0.88'), ('1.8', '0.88'), ('1.9', '0.88'), ('3.4', '0.88'), ('3.5', '0.88'), ('3.2', '0.88'), ('3.3', '0.88'), ('3.1', '0.88'), ('2.4', '0.88'), ('4.4', '0.88'), ('5.3', '0.88'), ('5.4', '0.88'), ('5.5', '0.88'), ('1.10', '0.88'), ('2.3', '0.87'), ('2.5', '0.87')",reset_b,,port,reset_b,in,1,perf_ll_fifo_if,6,-,16488
2533,6.4,"('6.4', '0.64'), ('6.3', '0.64'), ('5.5.2.2', '0.61')",,,port,tx_fifo_data,out,2,perf_ll_fifo_if,6,-,16499
2534,,,,,port,rx_fifo_empty,in,1,perf_ll_fifo_if,6,-,16504
2535,6.3,"('6.3', '0.64'), ('6.4', '0.64'), ('1.8', '0.62')",,,port,ll_rx_port_data,in,2,perf_ll_fifo_if,6,-,16489
2536,6.4,"('6.4', '0.64'), ('6.3', '0.64'), ('5.5.2.2', '0.61')",,,port,rx_fifo_data,in,2,perf_ll_fifo_if,6,-,16502
2537,,,,,port,ll_rx_port_src_rdy_n,in,1,perf_ll_fifo_if,6,-,16490
2538,,,-,-,process,CTLR_FSM_STATE_PROC,-,-,perf_ll_fifo_if,3,-,14649
2540,1.9,"('1.9', '0.8')",-,,component,generic_fifo,-,-,perf_mon_if,5,10661,16507
2541,5.5.3.1,"('5.5.3.1', '0.92'), ('5.5.3', '0.91')",din,,port,din,in,2,generic_fifo,6,-,16514
2542,4.5.5,"('4.5.5', '0.92')",full,,port,full,out,1,generic_fifo,6,-,16520
2543,5.5.3.1,"('5.5.3.1', '0.92'), ('5.5.3', '0.91')",dout,,port,dout,out,2,generic_fifo,6,-,16515
2544,1.4,"('1.4', '0.92'), ('5.5.3.1', '0.92'), ('5.5.3', '0.91')",clk,,port,clk,in,1,generic_fifo,6,-,16512
2545,1.4,"('1.4', '0.71'), ('3.4', '0.71'), ('3.5', '0.71'), ('3.2', '0.71'), ('3.3', '0.71'), ('3.1', '0.71'), ('4.5.3.2', '0.67'), ('4.5.4', '0.67'), ('5.5.3.1', '0.67'), ('4.5.4.1', '0.67'), ('5.5.2.2', '0.67')",,,port,wr_en,in,1,generic_fifo,6,-,16516
2546,1.4,"('1.4', '0.71'), ('3.4', '0.71'), ('3.5', '0.71'), ('3.2', '0.71'), ('3.3', '0.71'), ('3.1', '0.71')",,,port,rd_en,in,1,generic_fifo,6,-,16517
2547,6.4,"('6.4', '0.63'), ('6.3', '0.63')",,,port,valid,out,1,generic_fifo,6,-,16518
2548,4.5.3.2,"('4.5.3.2', '0.92'), ('5.5.3.1', '0.92'), ('5.5.3', '0.91'), ('4.5.3', '0.91')",rst,,port,rst,in,1,generic_fifo,6,-,16513
2549,4.5.5,"('4.5.5', '0.92')",empty,,port,empty,out,1,generic_fifo,6,-,16519
2550,1.4,"('1.4', '0.62'), ('4.5', '0.62'), ('4.3', '0.62'), ('5.5.3.1', '0.62'), ('2.3', '0.62'), ('4.4', '0.62'), ('4.5.3.2', '0.62'), ('4.5.3.3', '0.62'), ('2.5', '0.62'), ('2.4', '0.62')",-,-,process,CLK_PROC,-,-,generic_fifo,3,-,10734
2552,,,-,,component,arm_perf_mon,-,-,performance_monitors_core,4,16601,16920
2553,,,,,port,ll_rx_src_rdy_n,in,1,arm_perf_mon,5,-,16927
2554,,,,,port,cpuwait,in,1,arm_perf_mon,5,-,16924
2555,,,,,port,ll_rx_sof_n,in,1,arm_perf_mon,5,-,16925
2556,6.4,"('6.4', '0.62'), ('6.3', '0.62')",,,port,ll_tx_dst_rdy_n,in,1,arm_perf_mon,5,-,16933
2557,,,,,port,ll_tx_sof_n,out,1,arm_perf_mon,5,-,16930
2558,1.4,"('1.4', '0.92'), ('5.5.3.1', '0.92'), ('5.5.3', '0.91')",clk,,port,clk,in,1,arm_perf_mon,5,-,16922
2559,,,,,port,ll_rx_eof_n,in,1,arm_perf_mon,5,-,16926
2560,,,,,port,ll_tx_src_rdy_n,out,1,arm_perf_mon,5,-,16932
2561,6.4,"('6.4', '0.7'), ('6.3', '0.7'), ('1.8', '0.67')",,,port,ll_tx_data,out,32,arm_perf_mon,5,-,16934
2562,4.5,"('4.5', '0.92'), ('4.3', '0.92'), ('1.4', '0.88'), ('1.5', '0.88'), ('1.6', '0.88'), ('1.7', '0.88'), ('1.1', '0.88'), ('1.2', '0.88'), ('1.3', '0.88'), ('1.8', '0.88'), ('1.9', '0.88'), ('3.4', '0.88'), ('3.5', '0.88'), ('3.2', '0.88'), ('3.3', '0.88'), ('3.1', '0.88'), ('2.4', '0.88'), ('4.4', '0.88'), ('5.3', '0.88'), ('5.4', '0.88'), ('5.5', '0.88'), ('1.10', '0.88'), ('2.3', '0.87'), ('2.5', '0.87')",reset_b,,port,reset_b,in,1,arm_perf_mon,5,-,16923
2563,,,,,port,ll_tx_eof_n,out,1,arm_perf_mon,5,-,16931
2564,6.3,"('6.3', '0.7'), ('6.4', '0.7'), ('1.8', '0.67')",,,port,ll_rx_data,in,32,arm_perf_mon,5,-,16929
2565,6.4,"('6.4', '0.62'), ('6.3', '0.62')",,,port,ll_rx_dst_rdy_n,out,1,arm_perf_mon,5,-,16928
2566,,,-,-,process,UTILIZATION_TIMER_PROC,-,-,arm_perf_mon,3,-,16650
2568,,,-,,component,performance_monitors_hub,-,-,performance_monitors_core,4,17043,16853
2569,,,,,port,p0_rx_eof_n,in,1,performance_monitors_hub,5,-,16870
2570,6.4,"('6.4', '0.62'), ('6.3', '0.62')",,,port,p0_rx_dst_rdy_n,out,1,performance_monitors_hub,5,-,16872
2571,,,,,port,ll_tx_sof_n,out,1,performance_monitors_hub,5,-,16864
2572,,,,,port,p1_rx_src_rdy_n,in,1,performance_monitors_hub,5,-,16881
2573,,,,,port,p2_tx_eof_n,out,1,performance_monitors_hub,5,-,16895
2574,6.3,"('6.3', '0.7'), ('6.4', '0.7'), ('1.8', '0.67')",,,port,p1_rx_data,in,32,performance_monitors_hub,5,-,16883
2575,6.4,"('6.4', '0.62'), ('6.3', '0.62')",,,port,p1_rx_dst_rdy_n,out,1,performance_monitors_hub,5,-,16882
2576,6.3,"('6.3', '0.7'), ('6.4', '0.7'), ('1.8', '0.67')",,,port,p2_rx_data,in,32,performance_monitors_hub,5,-,16893
2577,6.4,"('6.4', '0.7'), ('6.3', '0.7'), ('1.8', '0.67')",,,port,p1_tx_data,out,32,performance_monitors_hub,5,-,16888
2578,,,,,port,ll_rx_src_rdy_n,in,1,performance_monitors_hub,5,-,16861
2579,,,,,port,ll_rx_sof_n,in,1,performance_monitors_hub,5,-,16859
2580,6.4,"('6.4', '0.62'), ('6.3', '0.62')",,,port,ll_tx_dst_rdy_n,in,1,performance_monitors_hub,5,-,16867
2581,1.4,"('1.4', '0.92'), ('5.5.3.1', '0.92'), ('5.5.3', '0.91')",clk,,port,clk,in,1,performance_monitors_hub,5,-,16857
2582,6.4,"('6.4', '0.7'), ('6.3', '0.7'), ('1.8', '0.67')",,,port,p0_tx_data,out,32,performance_monitors_hub,5,-,16878
2583,,,,,port,p1_rx_sof_n,in,1,performance_monitors_hub,5,-,16879
2584,6.3,"('6.3', '0.7'), ('6.4', '0.7'), ('1.8', '0.67')",,,port,p0_rx_data,in,32,performance_monitors_hub,5,-,16873
2585,6.4,"('6.4', '0.62'), ('6.3', '0.62')",,,port,p1_tx_dst_rdy_n,in,1,performance_monitors_hub,5,-,16887
2586,,,,,port,ll_tx_eof_n,out,1,performance_monitors_hub,5,-,16865
2587,6.3,"('6.3', '0.7'), ('6.4', '0.7'), ('1.8', '0.67')",,,port,ll_rx_data,in,32,performance_monitors_hub,5,-,16863
2588,,,,,port,p0_tx_sof_n,out,1,performance_monitors_hub,5,-,16874
2589,,,,,port,p1_tx_eof_n,out,1,performance_monitors_hub,5,-,16885
2590,,,,,port,p2_rx_eof_n,in,1,performance_monitors_hub,5,-,16890
2591,,,,,port,ll_tx_src_rdy_n,out,1,performance_monitors_hub,5,-,16866
2592,,,,,port,p1_tx_src_rdy_n,out,1,performance_monitors_hub,5,-,16886
2593,,,,,port,p0_rx_src_rdy_n,in,1,performance_monitors_hub,5,-,16871
2594,,,,,port,p0_tx_src_rdy_n,out,1,performance_monitors_hub,5,-,16876
2595,,,,,port,p1_tx_sof_n,out,1,performance_monitors_hub,5,-,16884
2596,6.4,"('6.4', '0.62'), ('6.3', '0.62')",,,port,p2_rx_dst_rdy_n,out,1,performance_monitors_hub,5,-,16892
2597,,,,,port,p1_rx_eof_n,in,1,performance_monitors_hub,5,-,16880
2598,6.4,"('6.4', '0.7'), ('6.3', '0.7'), ('1.8', '0.67')",,,port,p2_tx_data,out,32,performance_monitors_hub,5,-,16898
2599,,,,,port,ll_rx_eof_n,in,1,performance_monitors_hub,5,-,16860
2600,,,,,port,p2_tx_sof_n,out,1,performance_monitors_hub,5,-,16894
2601,6.4,"('6.4', '0.62'), ('6.3', '0.62')",,,port,p0_tx_dst_rdy_n,in,1,performance_monitors_hub,5,-,16877
2602,,,,,port,p2_rx_sof_n,in,1,performance_monitors_hub,5,-,16889
2603,,,,,port,p0_tx_eof_n,out,1,performance_monitors_hub,5,-,16875
2604,6.4,"('6.4', '0.62'), ('6.3', '0.62')",,,port,p2_tx_dst_rdy_n,in,1,performance_monitors_hub,5,-,16897
2605,6.4,"('6.4', '0.7'), ('6.3', '0.7'), ('1.8', '0.67')",,,port,ll_tx_data,out,32,performance_monitors_hub,5,-,16868
2606,4.5,"('4.5', '0.92'), ('4.3', '0.92'), ('1.4', '0.88'), ('1.5', '0.88'), ('1.6', '0.88'), ('1.7', '0.88'), ('1.1', '0.88'), ('1.2', '0.88'), ('1.3', '0.88'), ('1.8', '0.88'), ('1.9', '0.88'), ('3.4', '0.88'), ('3.5', '0.88'), ('3.2', '0.88'), ('3.3', '0.88'), ('3.1', '0.88'), ('2.4', '0.88'), ('4.4', '0.88'), ('5.3', '0.88'), ('5.4', '0.88'), ('5.5', '0.88'), ('1.10', '0.88'), ('2.3', '0.87'), ('2.5', '0.87')",reset_b,,port,reset_b,in,1,performance_monitors_hub,5,-,16858
2607,,,,,port,p2_tx_src_rdy_n,out,1,performance_monitors_hub,5,-,16896
2608,,,,,port,p2_rx_src_rdy_n,in,1,performance_monitors_hub,5,-,16891
2609,6.4,"('6.4', '0.62'), ('6.3', '0.62')",,,port,ll_rx_dst_rdy_n,out,1,performance_monitors_hub,5,-,16862
2610,,,,,port,p0_rx_sof_n,in,1,performance_monitors_hub,5,-,16869
2611,,,-,-,generate,GEN_P0,-,-,performance_monitors_hub,3,-,17140
2612,,,-,-,process,MON_LL_OUTPUT_PROC,-,-,performance_monitors_hub,3,-,17182
2614,,,-,,component,zpu_perf_mon,-,-,performance_monitors_core,4,49643,16901
2615,,,,,port,ll_rx_src_rdy_n,in,1,zpu_perf_mon,5,-,16910
2616,,,,,port,cpuwait,in,1,zpu_perf_mon,5,-,16905
2617,,,,,port,ll_rx_sof_n,in,1,zpu_perf_mon,5,-,16908
2618,6.4,"('6.4', '0.62'), ('6.3', '0.62')",,,port,ll_tx_dst_rdy_n,in,1,zpu_perf_mon,5,-,16916
2619,,,,,port,ll_tx_sof_n,out,1,zpu_perf_mon,5,-,16913
2620,1.4,"('1.4', '0.92'), ('5.5.3.1', '0.92'), ('5.5.3', '0.91')",clk,,port,clk,in,1,zpu_perf_mon,5,-,16903
2621,,,,,port,ll_rx_eof_n,in,1,zpu_perf_mon,5,-,16909
2622,,,,,port,ll_tx_src_rdy_n,out,1,zpu_perf_mon,5,-,16915
2623,4.5.4.1,"('4.5.4.1', '0.92'), ('4.5.4', '0.91')",pc,,port,pc,in,32,zpu_perf_mon,5,-,16906
2624,4.5,"('4.5', '0.67'), ('4.4', '0.67'), ('4.5.4', '0.67'), ('4.5.5', '0.67'), ('4.3', '0.67'), ('4.5.3.2', '0.67'), ('1.4', '0.67'), ('5.5.3.1', '0.67'), ('1.8', '0.67'), ('4.5.4.1', '0.67'), ('6.4', '0.67'), ('6.3', '0.67'), ('2.3', '0.67'), ('5.5.2.2', '0.67'), ('4.5.3.3', '0.67'), ('2.5', '0.67'), ('2.4', '0.67'), ('5.5.2.1', '0.62')",,,port,inst,in,32,zpu_perf_mon,5,-,16907
2625,4.5,"('4.5', '0.92'), ('4.3', '0.92'), ('1.4', '0.88'), ('1.5', '0.88'), ('1.6', '0.88'), ('1.7', '0.88'), ('1.1', '0.88'), ('1.2', '0.88'), ('1.3', '0.88'), ('1.8', '0.88'), ('1.9', '0.88'), ('3.4', '0.88'), ('3.5', '0.88'), ('3.2', '0.88'), ('3.3', '0.88'), ('3.1', '0.88'), ('2.4', '0.88'), ('4.4', '0.88'), ('5.3', '0.88'), ('5.4', '0.88'), ('5.5', '0.88'), ('1.10', '0.88'), ('2.3', '0.87'), ('2.5', '0.87')",reset_b,,port,reset_b,in,1,zpu_perf_mon,5,-,16904
2626,,,,,port,ll_tx_eof_n,out,1,zpu_perf_mon,5,-,16914
2627,6.4,"('6.4', '0.7'), ('6.3', '0.7'), ('1.8', '0.67')",,,port,ll_tx_data,out,32,zpu_perf_mon,5,-,16917
2628,6.3,"('6.3', '0.7'), ('6.4', '0.7'), ('1.8', '0.67')",,,port,ll_rx_data,in,32,zpu_perf_mon,5,-,16912
2629,6.4,"('6.4', '0.62'), ('6.3', '0.62')",,,port,ll_rx_dst_rdy_n,out,1,zpu_perf_mon,5,-,16911
2631,,,-,,component,zpu_perf_mon_DW01_inc_0,-,-,zpu_perf_mon,5,48948,49673
2632,,,,,port,A,in,64,zpu_perf_mon_DW01_inc_0,6,-,49674
2633,,,,,port,SUM,out,64,zpu_perf_mon_DW01_inc_0,6,-,49674
2635,,,-,,component,GTECH_NAND2,-,-,zpu_perf_mon_DW01_inc_0,6,-,48961
2636,,,,,port,A,out,1,GTECH_NAND2,7,-,48962
2637,,,,,port,Z,out,1,GTECH_NAND2,7,-,48962
2638,,,,,port,B,in,1,GTECH_NAND2,7,-,48962
2640,,,-,,component,GTECH_NOT,-,-,zpu_perf_mon_DW01_inc_0,6,-,48965
2641,,,,,port,A,in,1,GTECH_NOT,7,-,48966
2642,,,,,port,Z,out,1,GTECH_NOT,7,-,48966
2644,,,-,,component,GTECH_NOR2,-,-,zpu_perf_mon_DW01_inc_0,6,-,48957
2645,,,,,port,A,out,1,GTECH_NOR2,7,-,48958
2646,,,,,port,Z,out,1,GTECH_NOR2,7,-,48958
2647,,,,,port,B,in,1,GTECH_NOR2,7,-,48958
2649,,,-,,component,GTECH_NAND2,-,-,zpu_perf_mon,5,-,49656
2650,,,,,port,A,out,1,GTECH_NAND2,6,-,49657
2651,,,,,port,Z,out,1,GTECH_NAND2,6,-,49657
2652,,,,,port,B,in,1,GTECH_NAND2,6,-,49657
2654,,,-,,component,zpu_perf_mon_DW01_inc_1,-,-,zpu_perf_mon,5,48488,49668
2655,,,,,port,A,in,64,zpu_perf_mon_DW01_inc_1,6,-,49669
2656,,,,,port,SUM,out,64,zpu_perf_mon_DW01_inc_1,6,-,49669
2658,,,-,,component,GTECH_NAND2,-,-,zpu_perf_mon_DW01_inc_1,6,-,48501
2659,,,,,port,A,out,1,GTECH_NAND2,7,-,48502
2660,,,,,port,Z,out,1,GTECH_NAND2,7,-,48502
2661,,,,,port,B,in,1,GTECH_NAND2,7,-,48502
2663,,,-,,component,GTECH_NOT,-,-,zpu_perf_mon_DW01_inc_1,6,-,48505
2664,,,,,port,A,in,1,GTECH_NOT,7,-,48506
2665,,,,,port,Z,out,1,GTECH_NOT,7,-,48506
2667,,,-,,component,GTECH_NOR2,-,-,zpu_perf_mon_DW01_inc_1,6,-,48497
2668,,,,,port,A,out,1,GTECH_NOR2,7,-,48498
2669,,,,,port,Z,out,1,GTECH_NOR2,7,-,48498
2670,,,,,port,B,in,1,GTECH_NOR2,7,-,48498
2672,,,-,,component,GTECH_NOT,-,-,zpu_perf_mon,5,-,49660
2673,,,,,port,A,in,1,GTECH_NOT,6,-,49661
2674,,,,,port,Z,out,1,GTECH_NOT,6,-,49661
2676,,,-,,component,GTECH_FD1,-,-,zpu_perf_mon,5,-,49683
2677,1.4,"('1.4', '0.67')",,,port,CP,in,1,GTECH_FD1,6,-,49684
2678,,,,,port,D,out,1,GTECH_FD1,6,-,49684
2679,,,,,port,QN,out,1,GTECH_FD1,6,-,49684
2681,,,-,,component,zpu_perf_mon_DW01_add_0,-,-,zpu_perf_mon,5,49408,49678
2682,,,,,port,A,out,64,zpu_perf_mon_DW01_add_0,6,-,49679
2683,1.4,"('1.4', '0.67')",,,port,CI,in,1,zpu_perf_mon_DW01_add_0,6,-,49679
2684,,,,,port,B,in,32,zpu_perf_mon_DW01_add_0,6,-,49679
2685,4.5.2,"('4.5.2', '0.67'), ('5.5.3.1', '0.67')",,,port,CO,out,1,zpu_perf_mon_DW01_add_0,6,-,49680
2686,,,,,port,SUM,out,32,zpu_perf_mon_DW01_add_0,6,-,49680
2688,,,-,,component,GTECH_NAND2,-,-,zpu_perf_mon_DW01_add_0,6,-,49417
2689,,,,,port,A,out,1,GTECH_NAND2,7,-,49418
2690,,,,,port,Z,out,1,GTECH_NAND2,7,-,49418
2691,,,,,port,B,in,1,GTECH_NAND2,7,-,49418
2693,,,-,,component,GTECH_NOT,-,-,zpu_perf_mon_DW01_add_0,6,-,49425
2694,,,,,port,A,in,1,GTECH_NOT,7,-,49426
2695,,,,,port,Z,out,1,GTECH_NOT,7,-,49426
2697,,,-,,component,GTECH_NOR2,-,-,zpu_perf_mon_DW01_add_0,6,-,49421
2698,,,,,port,A,out,1,GTECH_NOR2,7,-,49422
2699,,,,,port,Z,out,1,GTECH_NOR2,7,-,49422
2700,,,,,port,B,in,1,GTECH_NOR2,7,-,49422
2702,,,-,,component,GTECH_NOR2,-,-,zpu_perf_mon,5,-,49664
2703,,,,,port,A,out,1,GTECH_NOR2,6,-,49665
2704,,,,,port,Z,out,1,GTECH_NOR2,6,-,49665
2705,,,,,port,B,in,1,GTECH_NOR2,6,-,49665
2706,,,-,,component,GTECH_NAND2,-,-,itag3a,2,-,57217
2707,,,,,port,A,out,1,GTECH_NAND2,3,-,57218
2708,,,,,port,Z,out,1,GTECH_NAND2,3,-,57218
2709,,,,,port,B,in,1,GTECH_NAND2,3,-,57218
2710,1.4,"('1.4', '0.67'), ('4.5', '0.67'), ('4.5.2', '0.67'), ('4.3', '0.67'), ('4.4', '0.67'), ('6.4', '0.67'), ('6.3', '0.67'), ('2.3', '0.67'), ('2.5', '0.67'), ('2.4', '0.67')",-,,component,arm_lite_subsystem,-,-,itag3a,2,57042,57331
2711,1.8,"('1.8', '0.92')",axi4s_tx_tlast,,port,axi4s_tx_tlast,out,1,arm_lite_subsystem,3,-,57335
2712,1.8,"('1.8', '0.92')",axi4s_rx_tdata,,port,axi4s_rx_tdata,in,32,arm_lite_subsystem,3,-,57338
2713,1.4,"('1.4', '0.92'), ('5.5.3.1', '0.92'), ('5.5.3', '0.91')",clk,,port,clk,in,1,arm_lite_subsystem,3,-,57332
2714,1.8,"('1.8', '0.92')",axi4s_tx_tuser,,port,axi4s_tx_tuser,out,4,arm_lite_subsystem,3,-,57337
2715,1.8,"('1.8', '0.92')",axi4s_tx_tkeep,,port,axi4s_tx_tkeep,out,4,arm_lite_subsystem,3,-,57334
2716,1.8,"('1.8', '0.92')",axi4s_rx_tlast,,port,axi4s_rx_tlast,in,1,arm_lite_subsystem,3,-,57340
2717,1.8,"('1.8', '0.92')",axi4s_tx_tdata,,port,axi4s_tx_tdata,out,32,arm_lite_subsystem,3,-,57332
2718,,,,,port,arm_cpuwait,out,1,arm_lite_subsystem,3,-,57343
2719,1.8,"('1.8', '0.92')",axi4s_rx_tkeep,,port,axi4s_rx_tkeep,in,4,arm_lite_subsystem,3,-,57339
2720,1.8,"('1.8', '0.92')",axi4s_tx_tdest,,port,axi4s_tx_tdest,out,5,arm_lite_subsystem,3,-,57336
2721,1.8,"('1.8', '0.92')",axi4s_rx_tdest,,port,axi4s_rx_tdest,in,5,arm_lite_subsystem,3,-,57341
2722,1.8,"('1.8', '0.92')",axi4s_tx_tid,,port,axi4s_tx_tid,out,3,arm_lite_subsystem,3,-,57335
2723,1.8,"('1.8', '0.92')",axi4s_rx_tuser,,port,axi4s_rx_tuser,in,4,arm_lite_subsystem,3,-,57342
2724,4.5.4,"('4.5.4', '0.92'), ('4.5.4.1', '0.87')",firq,,port,firq,in,1,arm_lite_subsystem,3,-,57332
2725,1.8,"('1.8', '0.92')",axi4s_rx_tid,,port,axi4s_rx_tid,in,3,arm_lite_subsystem,3,-,57340
2726,1.8,"('1.8', '0.92')",axi4s_tx_tready,,port,axi4s_tx_tready,in,1,arm_lite_subsystem,3,-,57337
2728,1.4,"('1.4', '0.62'), ('4.5.5', '0.62'), ('5.5.3.1', '0.62')",-,,component,arm_lite,-,-,arm_lite_subsystem,3,54649,57061
2729,1.8,"('1.8', '0.92')",axi4s_tx_tlast,,port,axi4s_tx_tlast,out,1,arm_lite,4,-,57065
2730,1.8,"('1.8', '0.92')",axi4s_rx_tdata,,port,axi4s_rx_tdata,in,32,arm_lite,4,-,57068
2731,1.4,"('1.4', '0.92'), ('5.5.3.1', '0.92'), ('5.5.3', '0.91')",clk,,port,clk,out,32,arm_lite,4,-,57062
2732,1.8,"('1.8', '0.92')",axi4s_tx_tuser,,port,axi4s_tx_tuser,out,4,arm_lite,4,-,57067
2733,1.8,"('1.8', '0.92')",axi4s_tx_tkeep,,port,axi4s_tx_tkeep,out,4,arm_lite,4,-,57064
2734,1.8,"('1.8', '0.92')",axi4s_rx_tlast,,port,axi4s_rx_tlast,in,1,arm_lite,4,-,57070
2735,1.8,"('1.8', '0.92')",axi4s_tx_tdata,,port,axi4s_tx_tdata,out,32,arm_lite,4,-,57062
2736,1.8,"('1.8', '0.92')",axi4s_rx_tkeep,,port,axi4s_rx_tkeep,in,4,arm_lite,4,-,57069
2737,1.8,"('1.8', '0.92')",axi4s_tx_tdest,,port,axi4s_tx_tdest,out,5,arm_lite,4,-,57066
2738,1.8,"('1.8', '0.92')",axi4s_rx_tdest,,port,axi4s_rx_tdest,in,5,arm_lite,4,-,57071
2739,1.8,"('1.8', '0.92')",axi4s_tx_tid,,port,axi4s_tx_tid,out,3,arm_lite,4,-,57065
2740,1.8,"('1.8', '0.92')",axi4s_rx_tuser,,port,axi4s_rx_tuser,in,4,arm_lite,4,-,57072
2741,4.5.4,"('4.5.4', '0.92'), ('4.5.4.1', '0.87')",firq,,port,firq,in,1,arm_lite,4,-,57062
2742,1.8,"('1.8', '0.92')",axi4s_rx_tid,,port,axi4s_rx_tid,in,3,arm_lite,4,-,57070
2743,,,,,port,o_cpuwait,out,1,arm_lite,4,-,57073
2744,1.8,"('1.8', '0.92')",axi4s_tx_tready,,port,axi4s_tx_tready,in,1,arm_lite,4,-,57067
2746,,,-,,component,wb_to_axi4s_bridge_08_1000000,-,-,arm_lite,4,52732,54668
2747,,,,,port,SLV_DAT_O,out,32,wb_to_axi4s_bridge_08_1000000,5,-,54669
2748,,,,,port,SLV_DAT_I,in,32,wb_to_axi4s_bridge_08_1000000,5,-,54670
2749,1.8,"('1.8', '0.92')",axi4s_tx_tdata,,port,axi4s_tx_tdata,out,32,wb_to_axi4s_bridge_08_1000000,5,-,54673
2750,,,,,port,WE_I,in,1,wb_to_axi4s_bridge_08_1000000,5,-,54671
2751,1.4,"('1.4', '0.67'), ('4.5.5', '0.67')",,,port,ADR_I,in,1,wb_to_axi4s_bridge_08_1000000,5,-,54672
2752,1.8,"('1.8', '0.92')",axi4s_rx_tuser,,port,axi4s_rx_tuser,in,4,wb_to_axi4s_bridge_08_1000000,5,-,54683
2753,1.8,"('1.8', '0.92')",axi4s_tx_tlast,,port,axi4s_tx_tlast,out,1,wb_to_axi4s_bridge_08_1000000,5,-,54676
